B3SA3.SA,0.05082
CCRO3.SA,0.0
CMIG4.SA,0.06766
EQTL3.SA,0.16294
KLBN11.SA,0.06124
LEVE3.SA,0.12112
PETR4.SA,0.25714
SBSP3.SA,0.1224
SUZB3.SA,0.05223
VALE3.SA,0.10445
